image_filename,composition
9fab78a3b8c1e0126dcc943baee8918d.jpg,"The painting features a sword, which is the main focus of the image, positioned in the center of the scene. The sword is surrounded by a variety of elements, including a dragon, a moon, and a few flowers. The dragon is located"
a25602e9ef1dc788c586c70081a442f2.jpg,"The painting features a blue dragon with a face and a pair of wings, surrounded by various elements. The dragon is positioned in the center of the image, with its wings spread out to the left and right sides. The face of the dragon"
0875a6148f7da92df0fc6a258bf00c77.jpg,"The painting features a person walking through a rocky landscape, with a large archway or doorway in the background. The person is positioned towards the center of the image, with the archway on their right side. The rocks surrounding the person and the"
b81f8506ba3431e9fbc8c0d74b93b61e.jpg,"The painting features a man standing on a boat in the middle of a body of water, with a cityscape in the background. The man is positioned towards the right side of the boat, and the boat is located in the center of the image."
61c2cd743bdc498fe59b9a7b29c539d9.jpg,"The painting features a large tree with a house built into its side, surrounded by a forest. The tree is the central focus of the painting, with its branches extending outwards and upwards. The house is situated towards the bottom of the tree, with a"
2174b333c91d2fa7d936e97e4386d983.jpg,"The painting features a beautiful sunset over the ocean, with the sun positioned in the center of the scene. The sun is surrounded by a warm orange hue, creating a serene atmosphere. The ocean is depicted with a variety of waves, some"
dd5d1b60db599be5e8c238bee8462a15.jpg,"The painting features a woman kneeling in front of a large, ornate building with a cathedral-like appearance. She is praying, with her hands clasped in front of her. The woman is positioned in the center of the image,"
fe4c7983efd3242e7322ecee9c665e68.jpg,"The painting features a man standing on a beach, looking out at the ocean. He is positioned in the center of the image, with the ocean stretching out behind him. The sky above him is filled with clouds, creating a dramatic backdrop for"
7a566e1c05c0b42c118760aeecc47edb.jpg,"The painting features three red and white fish swimming in a pond with cherry blossoms surrounding them. The fish are positioned in the foreground, with one fish on the left side, another in the middle, and the third on the right"
39a2d1a7508ac84e097b717704ede66e.jpg,"The painting depicts a man and a woman walking together under an umbrella, sharing a tender moment. They are positioned in the center of the image, with the woman on the left and the man on the right. The umbrella is"
d64d133d79b7ad425c6f52a8e02a09f5.jpg,"The painting features a mountainous landscape with a large, imposing mountain in the background. A pathway leads up the side of the mountain, with a staircase visible near the bottom of the mountain. The scene is painted in a watercolor style,"
e8cad5095d378494dcfc41b2d33d8915.jpg,"The painting features a wine glass filled with red wine, which is the main focus of the image. The glass is positioned in the center of the painting, with the wine flowing out of it, creating a sense of movement. The wine glass is surrounded"
26c521930dd73c0bf8a8675b08698b51.jpg,"The painting features a night scene with a cityscape and a forest. The cityscape is depicted with a mix of houses, trees, and a moon in the sky. The forest is represented by a few trees, and the moon is visible in"
396c98cd5eb93e2e30d71431ad12ba8a.jpg,"The painting features a lighthouse towering over a body of water, with a ship sailing in the distance. The lighthouse is positioned towards the center of the painting, while the ship is located towards the right side. The water appears to"
aa63fcb5f3f054e41426727b2084dc2e.jpg,"The painting features a large bird, possibly a heron, standing in a body of water, possibly a lake or a river. The bird is positioned towards the center of the painting, with its reflection visible in the water. The bird is surrounded by a"
fe52baad9432a25851278bfa7ec3a86f.jpg,"The painting is a colorful and vibrant depiction of a forest scene. The elements in the painting are positioned in a way that creates a sense of depth and movement. The trees are the main focus of the painting, with their branches and leaves"
4dceb2db532d3e56bfadf5b1a28713c2.jpg,"The painting features a majestic castle with a large, tall tower at the center. The castle is surrounded by a lush green forest, creating a sense of harmony between the man-made structure and the natural environment. The castle is positioned on top"
f78e6b6a97e7c5bb2d9b77952e43b428.jpg,"The painting is a black and white representation of the yin and yang symbol, which is a central element in the composition. The yin and yang symbol is a circle with two smaller circles, one on top of the other, and a line connecting"
b0c8ad1947f1a30d4d746c963696f4ce.jpg,"The painting is a futuristic cityscape with a focus on a large tower, which is the central element of the composition. The tower is surrounded by various buildings, including a large space station, which adds to the overall visual interest of the scene."
1c501095b675902362f6e9dcc8bab246.jpg,"The painting features a woman standing near a body of water, possibly a lake or a river. She is positioned towards the center of the image, with her back facing the viewer. The woman appears to be looking out over the water, possibly enjoying"
b3de88d2fa3fbf442749bcbf10bb8939.jpg,"The painting is a vibrant and colorful representation of the night sky. The elements in the painting are positioned in a way that creates a sense of depth and movement. The sky is filled with stars, which are scattered throughout the scene, creating a"
72519c5ccf08e7533cfa5dc154d8a968.jpg,"The painting features a man and a woman walking together in a snowy landscape. The man is wearing a black coat, while the woman is holding an umbrella to shield them from the snow. They are walking in front of a mountain, creating a"
437f14c6a2218e91d70e2ed77a05ee36.jpg,"The painting features a night sky filled with stars, a rocket, and a person. The person is positioned towards the bottom right corner of the painting, while the rocket is located in the upper right section. The stars are scattered throughout the sky,"
d8c5f661e9d5ffa8bffc814a3fc6e935.jpg,"The painting features a mountainous landscape with a cloudy sky, creating a sense of depth and atmosphere. The focus of the painting is the cloudy sky, which is the main subject and dominates the composition. The clouds are positioned in various shapes and"
d792700abadc24170124b8b01915d5f8.jpg,"The painting features a small brown and white animal, possibly a hyena or a lemur, with a large eye and a nose. The animal is positioned in the center of the painting, and its gaze is directed towards the viewer. The background"
8b2e6c3080203d4d1badfa56b753a6d3.jpg,"The painting features a serene landscape with a river flowing through a forest. The river is surrounded by trees, and the sky is filled with stars, creating a sense of tranquility. There are three people in the scene, possibly enjoying the peace"
6c21114880937e39b4bea10ce45567c2.jpg,"The painting features a large, intricate stone structure with a spiral staircase leading upwards. The staircase is surrounded by a group of people, some of whom are standing closer to the structure while others are further away. The people are position"
1eb250ac61e9ffca969c5f528ead6b23.jpg,"The painting features a mountainous landscape with a large mountain in the background, a tree in the foreground, and a body of water in the middle. The mountain is depicted in a darker shade of blue, while the tree is painted in a"
0ed30ccd0baf1c1332e6e082c64455a4.jpg,"The painting features a serene landscape with a river flowing through a valley, surrounded by snow-covered mountains. The scene is painted in a warm, earthy color palette, with reds, oranges, and yellows creating a sense"
